GPSXSelect GPSYSelect GPSZSelect
57.938 -79.863 -0.24892
57.938 -79.863 -0.24892
57.84 -81.259 -0.26042
57.722 -82.648 -0.25343
57.722 -82.648 -0.25343
57.585 -84.036 -0.25223
57.44 -85.419 -0.27478
57.44 -85.419 -0.27478
57.291 -86.792 -0.25065
57.126 -88.174 -0.28311
56.957 -89.547 -0.28143
56.776 -90.922 -0.30873
56.582 -92.278 -0.29347
56.407 -93.64 -0.30902
56.212 -94.988 -0.29278
56.002 -96.329 -0.31153
55.776 -97.647 -0.28873
55.567 -98.971 -0.30706
55.346 -100.28 -0.31147
55.114 -101.58 -0.32138
54.885 -102.87 -0.31023
54.657 -104.16 -0.3088
54.407 -105.44 -0.31724
54.166 -106.7 -0.32464
53.921 -107.95 -0.32034
53.67 -109.2 -0.32523
53.433 -110.44 -0.33847
53.204 -111.67 -0.32818
52.982 -112.91 -0.34686
52.785 -114.13 -0.32788
52.595 -115.36 -0.3572
52.43 -116.57 -0.34802
52.43 -116.57 -0.34802
52.306 -117.78 -0.35046
52.196 -118.98 -0.35764
52.109 -120.17 -0.34756
52.063 -121.34 -0.36362
52.038 -122.51 -0.37266
52.028 -123.66 -0.36706
52.028 -123.66 -0.36706
52.039 -124.81 -0.37004
52.06 -125.95 -0.36324
52.108 -127.08 -0.38271
52.147 -128.2 -0.386
52.18 -129.31 -0.37486
52.201 -130.41 -0.3637
52.226 -131.51 -0.38503
52.221 -132.6 -0.39028
52.221 -132.6 -0.39028
52.167 -133.65 -0.37683
52.091 -134.71 -0.4024
51.992 -135.75 -0.39856
51.992 -135.75 -0.39856
51.877 -136.77 -0.39523
51.755 -137.79 -0.40927
51.627 -138.8 -0.39556
51.502 -139.8 -0.40774
51.399 -140.79 -0.3902
51.307 -141.78 -0.39917
51.242 -142.76 -0.40596
51.207 -143.73 -0.39586
51.207 -143.73 -0.39586
51.204 -144.68 -0.38414
51.202 -145.63 -0.42038
51.202 -145.63 -0.42038
51.202 -145.63 -0.42038
51.316 -147.47 -0.41276
51.424 -148.36 -0.40531
51.56 -149.23 -0.41765
51.723 -150.07 -0.38854
51.923 -150.9 -0.39993
52.151 -151.71 -0.43293
52.656 -153.23 -0.39775
52.656 -153.23 -0.39775
53.225 -154.73 -0.42022
53.498 -155.45 -0.41002
53.78 -156.16 -0.41501
54.051 -156.87 -0.40343
54.322 -157.59 -0.43029
54.556 -158.3 -0.41639
54.967 -159.71 -0.42876
55.143 -160.42 -0.43568
55.281 -161.12 -0.44435
55.281 -161.12 -0.44435
55.399 -161.81 -0.44138
55.491 -162.51 -0.46051
55.584 -163.19 -0.45719
55.645 -163.87 -0.45601
55.758 -165.21 -0.45949
55.758 -165.21 -0.45949
55.792 -165.86 -0.45193
55.936 -167.14 -0.45511
55.936 -167.14 -0.45511
56.011 -167.78 -0.45362
56.219 -169.01 -0.43845
56.362 -169.61 -0.43593
56.683 -170.78 -0.44281
56.87 -171.34 -0.44679
57.052 -171.9 -0.44299
57.425 -173.01 -0.44975
